Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,21.309998999999998,21.969998999999998,20.35,20.99,20.99,8965900
2020-12-29,20.82,21.07,18.559998999999998,19.379998999999998,19.379998999999998,9241400
2020-12-30,19.379998999999998,20.0,18.85,19.26,19.26,5934400
2020-12-31,19.25,19.799999,18.799999,18.84,18.84,6922700
2021-01-04,19.0,19.1,17.15,17.25,17.25,10022500
2021-01-05,17.35,18.08,17.23,17.370001000000002,17.370001000000002,4961500
2021-01-06,17.34,18.98,17.33,18.360001,18.360001,6056200
2021-01-07,18.469998999999998,19.450001,18.02,18.08,18.08,6129300
2021-01-08,18.18,18.299999,17.08,17.690001000000002,17.690001000000002,6482000
2021-01-11,19.41,20.65,19.01,19.940001000000002,19.940001000000002,14908000
2021-01-12,19.959999,20.4,19.32,19.950001,19.950001,7060700
2021-01-13,20.42,38.650002,20.030001000000002,31.4,31.4,144501700
2021-01-14,38.09,43.060001,33.049999,39.91,39.91,93717400
2021-01-15,38.490002000000004,40.75,34.009997999999996,35.5,35.5,46866400
2021-01-19,41.549999,45.52,36.639998999999996,39.360001000000004,39.360001000000004,74721900
2021-01-20,37.369999,41.189999,36.060001,39.119999,39.119999,33471800
2021-01-21,39.23,44.75,37.0,43.029999,43.029999,56216900
2021-01-22,42.59,76.760002,42.32,65.010002,65.010002,197157900
2021-01-25,96.730003,159.179993,61.130001,76.790001,76.790001,177874000
2021-01-26,88.559998,150.0,80.199997,147.979996,147.979996,178588000
2021-01-27,354.829987,380.0,249.0,347.51001,347.51001,93396700
2021-01-28,265.0,483.0,112.25,193.600006,193.600006,58815800
2021-01-29,379.709991,413.980011,250.0,325.0,325.0,50566100
2021-02-01,316.559998,322.0,212.0,225.0,225.0,37382200
2021-02-02,140.759995,158.0,74.220001,90.0,90.0,78183100
2021-02-03,112.010002,113.400002,85.25,92.410004,92.410004,42698500
2021-02-04,91.190002,91.5,53.330002,53.5,53.5,62427300
2021-02-05,54.040001000000004,95.0,51.09,63.77,63.77,81345000
2021-02-08,72.410004,72.660004,58.02,60.0,60.0,25687300
2021-02-09,56.610001000000004,57.0,46.52,50.310001,50.310001,26843100
2021-02-10,50.77,62.830002,46.549999,51.200001,51.200001,36455000
2021-02-11,50.009997999999996,55.32,48.220001,51.099998,51.099998,13056700
2021-02-12,50.75,55.240002000000004,48.049999,52.400002,52.400002,14573300
2021-02-16,52.66,53.5,49.040001000000004,49.509997999999996,49.509997999999996,8175000
2021-02-17,49.77,51.189999,44.560001,45.939999,45.939999,9186800
2021-02-18,48.490002000000004,48.869999,40.650002,40.689999,40.689999,23990600
2021-02-19,41.279999,43.889998999999996,38.5,40.59,40.59,14828200
